LEA,SCHOOL_NAME,1617_ACT_COMP,1718_ACT_COMP,1819_ACT_COMP,1920_ACT_COMP,2021_ACT_COMP,2122_ACT_COMP,2223_ACT_COMP,1617_ESSA,1718_ESSA,1819_ESSA,2021_ESSA,2122_ESSA,2223_ESSA,1617_SQSS,1718_SQSS,1819_SQSS,2021_SQSS,2122_SQSS,2223_SQSS
2305026,Mayflower High School,18.59,18.2,18.38,17.44,17.44,17.05,17.45,66.05,62.94,62.99,61.03,61.22,61.8,47.85,45.19,45.44,43.92,42.54,46.87
2305027,Mayflower Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.36,69.38,68.68,65.39,66.1,66.44,54.82,55.85,53.92,50.34,46.61,48.03
2306029,Mt. Vernon/Enola Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.49,75.33,71.14,71.09,70.29,73.57,58.12,57.72,57.11,61.12,55.77,63.48
2306030,Mt. Vernon/Enola High School,20.38,20.96,21.76,19.48,18.97,20.56,19.07,76.66,75.1,72.11,71.98,73.74,69.14,61.02,63.88,58.66,60.92,62.69,60.51
2307033,Vilonia Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.74,75.46,78.12,75.72,76.52,80.88,56.89,59.21,59.79,69.28,58.84,56.8
2307034,Vilonia High School,20.73,21.02,20,19.93,20.5,20.36,20.06,70.81,72.99,71.42,69.93,68.69,70.79,60.61,62.25,57.97,59.14,54.37,55.77
2307035,Vilonia Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.39,73.17,75.04,71.72,66.38,79.01,60.66,56.65,57.18,64.71,50.78,52.68
2307036,Vilonia Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.45,72.81,74.64,N/A,N/A,N/A,68.58,67.95,67.77,N/A,N/A,N/A
2307037,Vilonia Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.95,76.64,74.11,72.5,77.28,79.37,64.64,63.12,58.91,50.11,57.5,66.83
2307701,Academy of Technology,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2307702,Academy of Service & Tech,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2402006,Charleston Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.6,77.29,75.85,72.63,73.62,70.66,62.65,63.64,59.77,62.73,62.37,57
2402007,Charleston High School,21,21.46,21.35,20.93,21.65,19.36,20.67,74.37,74.04,72.66,69.87,69.88,68.52,56.34,58.01,58.42,57.8,57.31,57.07
2403011,County Line Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.37,81,79.98,74.54,69.09,65.86,64.9,62.22,67.02,72.77,59.01,55.59
2403012,County Line High School,19.84,21.84,21.03,19.03,19.59,21,19.52,73.16,74.3,74.61,69.82,68.94,69.63,56.46,61.9,59.66,54.52,52.53,55.92
2404004,Ozark Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.91,70.69,73.59,70.33,72.1,67.24,50.78,49.22,54.87,51.28,58.02,45.98
2404005,Ozark Kindergarten School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.82,70.18,72.84,N/A,N/A,N/A,58.1,61.22,62.3,N/A,N/A,N/A
2404015,Elgin B. Milton Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.01,69.09,71.89,N/A,N/A,N/A,52.65,54.01,55.98,N/A,N/A,N/A
2404016,Ozark Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.76,69.79,65.33,N/A,N/A,N/A,59,55.32,51.17,N/A,N/A,N/A
2404017,Ozark High School,19.51,19.19,20.66,19.47,20.48,18.97,18.74,67.04,69.02,68.38,64.47,69.01,67.08,49.01,54.45,56.37,55.17,51.6,52.06
2501001,Mammoth Spring Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.44,76.98,76.29,68.31,67.6,64.54,60.07,60.08,59.74,61.83,48.32,48.83
2501002,Mammoth Spring High School,20.39,18.53,18.3,19.04,19.27,19.08,17.44,74.18,68.56,69.87,63.35,63.52,64.44,55.59,49.16,53.7,56.85,51.57,54.32
2502005,Salem Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,90.18,86.43,84.71,77.82,73.24,75.02,69.58,65.21,64.56,63.96,49.24,55.71
2502006,Salem High School,19.69,21.17,20.84,20.04,19.21,20.82,20.1,78.33,77.4,78.13,72.49,72.97,72.37,57.07,61.27,59.04,55.63,55.22,56.82
2503009,Viola Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.42,75.94,75.8,72.02,70.98,70.89,69.05,61.15,60.75,55.42,57.28,61.43
2503010,Viola High School,18.74,18.3,17.93,18,19.4,19.9,17.91,71.6,73.6,72.26,66.7,66.72,66.93,56.7,58.79,55.4,53.03,52.16,54.24
2601001,Cutter-Morning Star Elem. Sch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.61,64.27,68.61,67.3,67.46,63.49,46.21,47.09,50,45.97,43.69,48.56
2601002,Cutter-Morning Star High Sch.,19.41,19.42,19.12,18.88,17.71,16.77,17.43,67.53,64.17,62.21,61.49,59.47,59.84,53.06,58.08,55.75,51.34,43.55,44.47
2602005,Fountain Lake Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.67,70.19,73.67,72.94,64.92,68.41,69.96,63.61,68.05,64.32,36.16,50.49
2602006,Fountain Lake High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2602007,Fountain Lake Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2603011,Gardner Stem Magnet School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.3,76.11,71.15,57.91,61.53,62.15,62.75,53.48,52.21,38.72,50.28,49.58
2603013,Summit School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2603015,Oaklawn Magnet School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.47,69.07,66.91,57.9,59.07,60.05,57.93,53.04,48.28,48.05,46.96,48.03
2603016,Park Magnet School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,91.05,90.19,84.72,78.19,80.03,76.33,87.05,82.62,78.43,68.18,67.12,60.02
2603020,Hot Springs Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.91,N/A,N/A,N/A,N/A,N/A,45.82,N/A,N/A,N/A,N/A,N/A
2603021,Hot Springs High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2603023,Langston Magnet School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.24,65.53,64.37,57.86,57.52,57.79,52,44.68,48.17,39.51,36.77,36.44
2603024,Hot Springs Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.9,67.81,68.23,N/A,N/A,N/A,54.96,50.08,53.79,N/A,N/A,N/A
2604029,Jessieville Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.56,67.3,75.66,75.45,71.91,71.93,53.15,56.99,67.74,66.83,67.35,67.21
2604030,Jessieville High School,20.1,19.43,19.31,19.44,19.9,19,19.17,67.54,64.26,67.01,64.45,70.42,67.14,48.46,50.86,57.83,59.18,57.38,55.58
2604031,Jessieville Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.48,69.31,69.78,70.87,69.25,63.53,50.62,55.35,54.68,60.82,48.48,49.02
2605033,Lake Hamilton Elementary Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.38,74.9,77.67,72.48,70.79,74.8,60.34,53.47,58.52,55.87,48.23,57.01
2605034,Lake Hamilton High School,19.95,21.39,20.73,19.78,19.86,19.08,19.47,68.08,69.31,67.59,62.62,66.23,61.94,51.14,53.71,54.74,50.44,50.84,51.96
2605035,Lake Hamilton Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.57,73.05,70.11,69.63,71.25,69.51,63.79,61.97,59.85,60.06,61.19,53.56
2605036,Lake Hamilton Interm. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.53,76.02,73.59,72.81,71.37,70.94,58.78,58.33,54.03,54.94,49.18,50.81
2605037,Lake Hamilton Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.48,74.01,72.93,65.11,67.58,67.35,64.54,63.33,60.39,55.05,53.63,55.74
2605038,Lake Hamilton Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,79.43,76.13,76.19,73.75,71.48,73.77,67.35,61.7,48.65,64.37,52.82,50.17
2606039,Lakeside Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.99,79.2,80.25,78.73,74.21,76.87,69.83,59.28,70.64,87.85,66.31,64.25
2606042,Lakeside Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.08,79.8,79.41,75.16,72.76,75.99,63.77,63.3,65.04,64.03,56.63,58.37
2606043,Lakeside Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.67,74.4,75.17,68.66,71.5,73.97,53.43,54.19,57.03,56.99,54.23,56.33
2606044,Lakeside High School,22.33,22.08,22.27,21.46,21,20.09,19.93,74.85,72.45,72.24,68.56,70.32,72.8,61.39,58.16,61.44,58.82,57.09,63.57
2607046,Mountain Pine Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.75,66.29,63.47,62.97,63.99,64.67,48.52,54.95,56.25,55.86,51.08,50
2607047,Mountain Pine High School,18.62,20.45,16.93,17.97,18.47,17.68,17.79,60.22,59.19,57.35,59.15,62.88,59.47,45.14,47.54,49.25,47.95,49.96,48.88
2703009,Poyen Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.26,68.22,69.54,75.17,74.06,76.05,50.91,49.48,54.19,68.34,57.08,54.84
2703010,Poyen High School,19.15,17.49,17.71,19.51,17.82,19.5,17.87,69.28,69.23,69.48,66.61,65.48,70.49,50.73,50.64,49.77,47.98,44.07,50.72
2705018,East End Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.83,71.82,74.81,70.17,68.22,67.45,65.76,52.14,61.26,79.24,45.23,52.84
2705019,Sheridan Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.15,71.77,74.46,72.1,65.04,67.34,62.43,52.53,56.43,84.43,39.55,47.54
2705020,Sheridan Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.52,66.48,69.88,68.58,67.95,67.64,53.09,49.51,56.56,57.03,45.81,46.54
2705021,Sheridan High School,20.92,21.25,20.02,20.55,19.97,19.3,19.24,69.08,69.31,68.83,64.15,63.65,64.86,54.96,55.83,55.16,53.97,49.18,52.97
2705023,Sheridan Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.52,71.42,74.38,67.34,65.48,67.14,51.5,50.15,55.87,52.68,42.47,46.16
2705024,East End Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.79,71.1,74.36,66.3,68.46,66.53,52.14,47.31,58.27,53.45,46.83,46.7
2803016,Marmaduke Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.74,65.32,65.65,64.32,66.57,71.41,49.7,45.71,48.53,51.45,47.79,51.34
2803017,Marmaduke High School,18.36,19.43,19.73,19.06,19.24,18.43,17.42,70.5,68.48,68.03,68.97,69.55,67.69,59.28,57.8,53.37,54.15,54.69,48.72
2807004,Greene Cty Tech Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.33,63.46,69.28,66.23,66.55,68.31,52.58,48.54,58.58,56.65,53.66,52.3
2807007,Greene Co. Tech Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.68,69.1,69.18,66.72,70.29,68.74,61.77,56.49,54.65,50.38,53.4,50.07
2807008,Greene Co. Tech High School,19.61,19.93,19.56,19.81,19.8,19.17,18.79,65.6,67.1,67.87,64.97,63.65,62.64,49.46,51.76,52.76,53.8,49.76,48.22
2807009,Green Co. Tech Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.03,71.27,69.92,64.49,65.97,65.38,62.02,59.67,59.38,53.78,55.25,55.87
2807010,Greene Co. Tech Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.08,67.03,70.96,69.41,68.41,69.42,70.89,72.35,69.82,77.89,66.03,59.72
2807011,Greene Cty Tech Intermediate,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.87,69.9,72.47,69.57,69.91,69.06,52.08,55.93,58.87,56.04,53.09,50.2
2808024,Baldwin Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.5,67.17,67.07,57.05,57.37,62.33,50.26,46.36,41.9,32.5,26.43,39.36
2808027,Woodrow Wilson Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.53,73.55,76.61,68.13,74.77,74.28,48.33,59.48,58.61,51.71,47.54,49.03
2808028,Oak Grove Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.35,74.86,73.79,66,66.72,64.69,50.34,55.66,53.44,41.27,41.13,40.13
2808042,Paragould Junior High,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.57,74.1,75.48,66.96,63.88,63.27,49.48,57.11,54.81,47.93,37.05,39.76
2808043,Paragould High School,19.69,19.41,19.47,19.02,18.53,19.33,19.07,64.18,64.65,66.96,61.61,62.07,61.65,51.55,50.51,55.23,48.35,46.68,51.42
2808044,Paragould Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.4,66.55,65.93,69.21,71.76,72.66,53.45,58.33,51.26,58.94,27.48,38.25
2808045,Oak Grove Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.88,65.06,65.39,60.14,60.58,63.12,50,48.37,47.65,44.61,33.99,43.13
2901001,Blevins Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.3,68.49,65.39,58.43,56.17,56.4,60.67,57.43,50.36,46.74,43.68,49.17
2901002,Blevins High School,17.64,19.09,18.96,16.33,17.42,17.19,18.79,66.52,66.95,62.09,59.81,62.36,62.61,42.8,51.19,47.43,46.74,49.93,56.17
2903007,Wm. Jefferson Clinton Primary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.65,68.33,65.78,56.59,57.1,60.36,52.49,53.23,49.56,47.74,35.61,34.19
2903008,Beryl Henry Upper Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.22,64.04,64.16,56.78,55.86,57.3,44.34,43.51,39.64,38.41,32.16,32.35
2903011,Yerger Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,60.96,60.28,61.78,54.1,54.3,54.03,39.04,46.71,42.11,40.16,36.41,34.99
2903012,Hope High School,16.17,16.63,15.83,15.28,16.16,16.34,16.79,50.44,53.69,55.82,56.79,56.04,58.6,33.51,40.96,44.09,50.66,47.05,51.76
2903013,Garland Learning Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.58,72.1,74.06,69.87,73.24,73.22,66.92,60.23,60.16,57.24,56.04,57.35
2906025,Spring Hill Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.42,75.09,71.79,67.72,69.85,68.86,60.18,61.24,53.3,59.41,58.88,60.93
2906026,Spring Hill High School,21.13,23.13,19.32,19.44,18.62,18.86,17.56,70.09,67.97,70.98,64.61,65.7,64.47,56.17,54.13,56.8,54.7,55.59,55.18
3001001,Bismarck Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,84.37,84.32,83.99,74.03,74.15,71.16,59.97,57.03,62.05,60.72,52.51,47.7
3001002,Bismarck Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.96,81.62,81.77,73.8,74.5,72.75,61.62,65.15,64.28,62.75,60.53,56.49
3001003,Bismarck High School,20.36,20.2,21.65,21.57,21.24,21.57,19.36,83.14,77.98,81.02,74.63,77.75,73.54,60.92,61.65,66.14,63.28,65.58,60.85
3002007,Glen Rose Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.12,63.51,67.56,69.52,69.64,64.52,51.51,48.03,55.98,55.83,52.88,48.13
3002009,Glen Rose High School,19.48,19.92,20.03,19.7,19.34,19.19,18.51,73.92,69.81,67.59,63,64.37,65.88,56.46,53.72,56.58,50.46,51.24,53.25
3002010,Glen Rose Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.65,73.46,75.52,67.01,66.75,64.08,55.41,56.15,58.99,48,44.37,43.07
3003013,Magnet Cove Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.45,72.55,72.65,63.73,67.84,67.53,57.39,55.62,56.13,53.71,44.33,48.56
3003014,Magnet Cove High School,20.47,21.39,20.3,19.74,20.76,18.83,18.77,71.26,71.22,71.08,65.88,67.89,69.4,51.74,56.66,56.61,55.84,50.48,53.54
3004021,Malvern Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.9,64.59,66.19,61.66,60.31,61.43,55.46,53.91,53.43,54.67,48.15,47.61
3004022,Malvern Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.31,64.06,63.11,60.39,61.53,60.91,48.23,47.82,43.61,45.03,42.82,45.61
3004023,Malvern High School,18.8,19.64,18.47,18.96,18.56,18.34,17.8,66.36,64.63,64.63,60.19,60.46,63.82,49.25,52.85,50.34,52.59,48.11,53.16
3004025,Wilson Intermediate School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,64.76,63.74,61.75,59.68,58.46,60.22,42.77,46.61,42.19,41.51,40.44,43.24
3005029,Ouachita Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.19,71.81,76.2,78.39,76.41,73.87,62.47,61.13,63.85,70.21,65.68,62.93
3005030,Ouachita High School,19.86,21.06,19.5,19.54,19.38,18.25,18.38,67.85,73.49,73.83,68.66,70.65,67.66,56.29,61.82,62.93,62.74,60.85,58.91
3102001,Joann Walters Elementary Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.44,70.06,67.33,67.44,65.28,66.24,60.17,55.04,48.79,56.89,51.08,52.99
3102002,Dierks High School,19.08,18.31,19.71,19.03,19.27,19.21,21.94,71.04,68.12,68.7,67.26,63.83,64.57,53.13,51.74,52.65,54.86,51.18,53.32
3104005,Mineral Springs Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.92,62.35,65.38,59.42,55.53,55.03,48.46,48.83,52.78,49.14,36.94,42.51
3104006,Mineral Springs High School,15.57,15.58,17.29,16.72,16.31,15.38,14.43,64.76,59.62,58.15,54.59,57.84,58.42,51.65,49.41,51.59,45.53,49.31,46.68
3105009,Nashville Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.93,73.4,77.87,73.76,69.06,72.99,51.66,51.62,63.89,58.84,57.17,58.97
3105010,Nashville Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.61,69.69,70.89,65.23,67.62,67.08,61.23,62.72,62.08,52.93,60.99,59.94
3105011,Nashville High School,19.45,18.81,19.18,18.62,19.17,19.15,18.05,70.67,67.1,69.76,64,65.44,64.77,55.5,51.26,59.99,56.58,58.22,57.11
3105012,Nashville Primary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,73.04,73.18,77.06,72.52,72.81,67.46,57.32,60.85,65.84,64.96,58.34,46.19
3201001,Central Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.09,74.32,N/A,N/A,N/A,N/A,62.29,59.79,N/A,N/A,N/A,N/A
3201003,West Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,83.73,76.52,70.95,66.54,65.58,64.56,69.15,64.76,56.98,55.19,47.96,49.88
3201004,Batesville Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.37,70.7,68.46,65.72,64.25,N/A,64.1,63.44,51.57,55.07,53.9,N/A
3201005,Batesville High School,20.45,19.91,19.32,19.15,18.39,N/A,N/A,65.72,68.68,68.76,62.67,N/A,N/A,59.36,60.06,56.98,46.51,N/A,N/A
3201009,Eagle Mountain Elem School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,76.03,70.87,69.33,73.64,72.48,69.95,65.07,55.04,49.89,64.9,59.03,52.45
3201042,Sulphur Rock Elementary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,81.56,81.16,80.49,74.45,72.11,70.93,69.94,68.6,61.81,63.7,58.84,59.17
3209038,Southside Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,68.51,69.29,74.59,66.62,68.41,71.98,65.38,62.77,64.9,59.12,55.5,58.15
3209039,Southside High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3209041,Southside Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.89,74.12,72.85,67.53,66.34,68.42,60.89,61.67,55.59,51.4,48.5,49.68
3209042,Southside Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,70.77,70.88,74,N/A,N/A,N/A,61.3,62.26,64.37,N/A,N/A,N/A
3211022,Midland Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.54,65.08,61.97,63.5,68.18,66.98,56.53,56.21,43.01,54.24,48.85,48.39
3211035,Midland High School,20.9,17.47,17.46,17.92,17.27,17.41,16.8,61.97,60.35,58.7,59.33,60.5,61.2,47.29,50.44,46.22,47.64,50.11,46.55
3212010,Cord-Charlotte Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.68,70.4,N/A,N/A,N/A,N/A,51.11,54.35,N/A,N/A,N/A,N/A
3212026,Newark Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,67.47,64.68,71.94,67.92,70.92,68.65,51.31,49.49,56.88,60.59,51.9,53.38
3212027,Cedar Ridge High School,16.53,18.04,18.07,17.39,17,17.29,17.92,64.25,61.45,64.4,60.04,66.65,66.18,50.46,50.26,50.38,48.57,48.78,51.61
3301001,Calico Rock Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,69.49,72.17,73.24,66.1,72.6,69.49,56.42,54.18,52.72,52.62,51.66,50.53
3301002,Calico Rock High School,19.64,19.07,19.84,19.16,18.17,21.96,19.3,69.55,70.04,78.53,69.21,67.06,65.53,51.2,52.66,64.5,54.33,54.37,48.87
3302005,Melbourne Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.59,80.94,81.1,75.8,72.57,72.96,60.95,65.85,66.22,66.7,57.92,56.2
3302006,Melbourne High School,20.82,18.84,20.34,19.53,19.84,20.96,21.55,75.92,74.82,73.51,70.46,74.99,74.13,57.4,55.42,61.23,57.56,61.55,60.01
3302010,Mount Pleasant Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3306014,Izard Co. Cons. Elem. School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,77.15,70.5,69.1,67.97,67.5,68.99,72.88,53.13,55.01,66.08,55.51,72.64
3306015,Izard Co. Cons. High School,19.74,20.93,21.06,17.5,19.11,17.74,18.09,70.12,67.93,68.44,59.86,61.62,63.53,53.83,52.5,56.69,51.22,42.87,59.3
3306016,Izard County Cons Middle Sch,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.86,71.51,67.44,58.45,59.36,65.38,54.64,54.93,50.73,42.78,40,56.99
3403012,Newport Junior High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3403013,Newport High School,18.09,17.47,17.81,17.14,17.9,18.06,16.28,63.61,62.97,59.69,58.09,59.14,59.77,45.24,48.85,47.22,45.24,50.57,47.49
3403014,Newport Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,72.78,70.65,68.64,64.43,62.49,61.33,47.47,55.14,54.34,54.71,52.88,52.85
3405019,Swifton Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74.4,76.23,77.75,73.22,69.06,67.22,49.15,50.2,53.3,49.33,44.79,40.27
3405024,Tuckerman Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82.51,78.77,76.27,75.05,76.65,73.3,66.77,65.16,70.74,62.65,65.91,60.63
3405025,Tuckerman High School,19.27,19.98,19.57,18.22,20.5,19,20.31,69.69,72.71,74.3,71.47,71.13,73.74,53.15,55.02,55.03,58.13,46.8,52.1
3502006,Matthews Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.62,55.83,54.86,52.29,N/A,N/A,53.21,41.97,38.91,50.57,N/A,N/A
3502009,Robert F Morehead Middle Schoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.4,50.06,52.35,49,N/A,N/A,34.75,31.06,32.2,35.02,N/A,N/A
3502010,Dollarway High School,16.66,15.58,15.76,15.04,15.13,N/A,N/A,53.53,52.14,51.23,47.69,N/A,N/A,36.27,34.21,37.57,37.49,N/A,N/A
3502011,Townsend Park Elementary Schoo,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3505025,Belair Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.48,N/A,N/A,N/A,N/A,N/A,34.14,N/A,N/A,N/A,N/A,N/A
3505026,Broadmoor Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,57.53,51.36,51.63,47.84,49.62,51.19,49.34,29.91,33.93,39.67,28.6,29.39
3505034,Oak Park Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3505036,Thirty-Fourth Ave. Elem. Sch.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.12,54.01,55.3,48.31,55.93,57.78,48.82,38.63,34.66,34.88,48.16,45.7
3505037,Southwood Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.11,N/A,N/A,N/A,N/A,N/A,43.8,N/A,N/A,N/A,N/A,N/A
3505041,Southeast Middle School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3505042,Pine Bluff High School,16.57,15.64,15.9,15.52,15.52,14.6,15.48,50.56,48.27,52.85,48.14,48.32,49.06,36.78,34.9,37.31,41.81,33.5,37.23
3505044,Jack Robey Jr. High School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,56.54,54.53,54.96,51.06,54.59,54.35,35.89,34.73,40.09,43.29,31.81,37.05
3505046,W. T. Cheney Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,61.36,54.37,55.59,N/A,N/A,N/A,51.8,36.2,35.24,N/A,N/A,N/A
3505047,Forrest Park Prep Preschool,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3509063,Edgewood Elementary School,N/A,N/A,N/A,N/A,N/A,N/A,N/A,62.38,59.33,60.35,54.35,58.97,56,85.22,81.86,69.37,58.46,46.68,35.53
